random_32,lru_32,random_64,lru_64,random_128,lru_128,random_256,lru_256,random_512,lru_512,random_1024,lru_1024,random_2048,lru_2048,random_4096,lru_4096,random_8192,lru_8192,total_accesses
0.422470,99792,0.355223,78336,0.254047,68304,0.063289,3264,0.020390,3072,0.013067,2288,0.009406,2272,0.001656,2224,0.000000,0,258416
0.408923,78880,0.336550,74240,0.227746,68624,0.023990,1120,0.002693,928,0.000000,0,0.000000,0,0.000000,0,0.000000,0,266128
0.438092,100944,0.363217,82784,0.250813,73776,0.026981,1136,0.005684,1088,0.000000,0,0.000000,0,0.000000,0,0.000000,0,271920
0.441998,90640,0.365048,86080,0.247029,75616,0.021489,976,0.005256,976,0.000000,0,0.000000,0,0.000000,0,0.000000,0,279808
0.433882,94544,0.362119,89584,0.243734,80512,0.022404,1168,0.006721,1168,0.002144,1168,0.000000,0,0.000000,0,0.000000,0,288576
0.450846,106480,0.383599,102032,0.265946,91200,0.024296,1168,0.006477,1120,0.002632,1120,0.000000,0,0.000000,0,0.000000,0,303568
0.452250,113728,0.383660,107504,0.259783,97152,0.024723,1472,0.007819,1456,0.004829,1456,0.000000,0,0.000000,0,0.000000,0,318800
0.467749,129040,0.400319,122256,0.272476,111456,0.025272,1600,0.007941,1600,0.005195,1552,0.001046,1552,0.000000,0,0.000000,0,342960
0.478550,150352,0.412951,141904,0.280409,131200,0.023868,1712,0.007453,1664,0.005073,1632,0.001717,1632,0.000000,0,0.000000,0,381456
0.381768,153376,0.325505,146272,0.206388,122128,0.052488,9168,0.020756,5520,0.014471,5440,0.010077,5392,0.002938,2656,0.000000,0,465504
0.220423,111648,0.188203,92144,0.129255,85888,0.015691,1792,0.002877,816,0.000436,688,0.000000,0,0.000000,0,0.000000,0,561456
0.273025,126768,0.227136,113424,0.151406,67792,0.034486,4016,0.010565,3728,0.002266,576,0.000000,0,0.000000,0,0.000000,0,506800
0.399221,169200,0.342713,161696,0.195831,149216,0.045226,8912,0.011298,2768,0.000253,208,0.000000,0,0.000000,0,0.000000,0,459184
0.217738,110144,0.186312,91728,0.128889,85600,0.021916,2656,0.004280,1056,0.001290,736,0.000000,0,0.000000,0,0.000000,0,562976
0.225549,111168,0.191315,88464,0.132550,82000,0.024479,2704,0.007758,2672,0.004707,1744,0.002144,1680,0.000000,0,0.000000,0,542976
0.229211,109744,0.193268,85872,0.133954,78400,0.022526,2240,0.007209,2224,0.004646,2176,0.002205,1568,0.000000,0,0.000000,0,528336
0.225549,106112,0.189058,80848,0.128279,74112,0.021672,2320,0.007453,2272,0.004768,2128,0.002022,1328,0.000000,0,0.000000,0,515072
0.448283,137504,0.398915,134032,0.274490,121456,0.057858,4160,0.018193,3760,0.008491,2544,0.000000,0,0.000000,0,0.000000,0,346656
0.513944,168528,0.464149,164960,0.318548,161904,0.026737,1984,0.006416,1920,0.000000,0,0.000000,0,0.000000,0,0.000000,0,370032
