random_32,lru_32random_64,lru_64random_128,lru_128random_256,lru_256random_512,lru_512random_1024,lru_1024random_2048,lru_2048random_4096,lru_4096random_8192,lru_8192
0.172276,0.182315,0.123336,0.182315,0.014715,0.051489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.171788,0.181449,0.124007,0.181449,0.025394,0.051691,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.176548,0.184858,0.131452,0.184858,0.036805,0.054092,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.177951,0.185400,0.136151,0.185400,0.050291,0.058227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.174290,0.182970,0.126509,0.182970,0.010565,0.049153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.172825,0.181465,0.125411,0.181465,0.012030,0.049998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.175022,0.182819,0.128950,0.182819,0.015020,0.050640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.180026,0.186569,0.137249,0.186569,0.039063,0.054190,0.003548,0.002371,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.180148,0.185987,0.140788,0.185987,0.052793,0.058372,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.177829,0.184399,0.133710,0.184399,0.020878,0.051020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.175266,0.181502,0.134015,0.181502,0.041687,0.053707,0.001900,0.003767,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.177036,0.183288,0.133344,0.183288,0.020756,0.050106,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.182894,0.188045,0.142497,0.188045,0.046264,0.055629,0.004951,0.003315,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.180148,0.185536,0.138103,0.185536,0.026248,0.050034,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.178379,0.183195,0.139446,0.183195,0.046508,0.056097,0.005256,0.003666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.181735,0.186440,0.141155,0.186440,0.030764,0.051225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.180758,0.185294,0.140849,0.185294,0.031374,0.051436,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.179111,0.183885,0.138103,0.183885,0.025638,0.048373,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.181796,0.185135,0.149027,0.185135,0.066829,0.068857,0.009528,0.003919,0.000314,0.000097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.178440,0.182983,0.137859,0.182983,0.026309,0.048148,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.179294,0.183172,0.141338,0.183172,0.034364,0.051746,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.178867,0.181836,0.147196,0.181836,0.066462,0.067825,0.011115,0.004793,0.000497,0.000097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
