random_32,lru_32random_64,lru_64random_128,lru_128random_256,lru_256random_512,lru_512random_1024,lru_1024random_2048,lru_2048random_4096,lru_4096random_8192,lru_8192
0.004280,0.003141,0.003670,0.003141,0.003426,0.003141,0.003243,0.003141,0.002938,0.003141,0.001412,0.003141,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004768,0.003385,0.004036,0.003385,0.003670,0.003385,0.003548,0.003385,0.003182,0.003385,0.001717,0.003385,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004463,0.003116,0.003731,0.003116,0.003426,0.003116,0.003243,0.003116,0.002877,0.003116,0.001168,0.003116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004158,0.002905,0.003487,0.002905,0.003182,0.002905,0.002999,0.002905,0.002571,0.002905,0.000680,0.002905,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004951,0.003440,0.004158,0.003440,0.003792,0.003440,0.003609,0.003440,0.003182,0.003440,0.001534,0.003440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.003731,0.002658,0.003121,0.002658,0.002877,0.002658,0.002693,0.002658,0.002144,0.002658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005256,0.003628,0.004402,0.003628,0.003975,0.003628,0.003792,0.003628,0.003365,0.003628,0.001595,0.003628,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005134,0.003629,0.004341,0.003629,0.003975,0.003629,0.003792,0.003629,0.003365,0.003629,0.001473,0.003629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004158,0.003008,0.003548,0.003008,0.003243,0.003008,0.003060,0.003008,0.002510,0.003008,0.000253,0.003008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004341,0.003174,0.003731,0.003174,0.003426,0.003174,0.003243,0.003174,0.002754,0.003174,0.000558,0.003174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004097,0.002878,0.003426,0.002878,0.003121,0.002878,0.002938,0.002878,0.002388,0.002878,0.000000,0.002878,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004158,0.002982,0.003548,0.002982,0.003243,0.002982,0.003060,0.002982,0.002510,0.002982,0.000192,0.002982,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004829,0.003387,0.004036,0.003387,0.003670,0.003387,0.003487,0.003387,0.003060,0.003387,0.000985,0.003387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005012,0.003569,0.004219,0.003569,0.003914,0.003569,0.003670,0.003569,0.003243,0.003569,0.001290,0.003569,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004707,0.003355,0.003975,0.003355,0.003670,0.003355,0.003487,0.003355,0.002999,0.003355,0.000924,0.003355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.003975,0.002880,0.003365,0.002880,0.003121,0.002880,0.002938,0.002880,0.002327,0.002880,0.000000,0.002880,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004951,0.003604,0.004219,0.003604,0.003914,0.003604,0.003731,0.003604,0.003304,0.003604,0.001351,0.003604,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004951,0.003496,0.004158,0.003496,0.003792,0.003496,0.003609,0.003496,0.003182,0.003496,0.001168,0.003496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005317,0.003785,0.004524,0.003785,0.004158,0.003785,0.003914,0.003785,0.003548,0.003785,0.001656,0.003785,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004097,0.002902,0.003426,0.002902,0.003182,0.002902,0.002999,0.002902,0.002388,0.002902,0.000000,0.002902,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004463,0.003223,0.003792,0.003223,0.003487,0.003223,0.003304,0.003223,0.002816,0.003223,0.000680,0.003223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004524,0.002982,0.003670,0.002982,0.003304,0.002982,0.003060,0.002982,0.002510,0.002982,0.000192,0.002982,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.003914,0.002850,0.003365,0.002850,0.003060,0.002850,0.002938,0.002850,0.002327,0.002850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004829,0.003490,0.004097,0.003490,0.003792,0.003490,0.003609,0.003490,0.003182,0.003490,0.001168,0.003490,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004402,0.003143,0.003731,0.003143,0.003426,0.003143,0.003243,0.003143,0.002693,0.003143,0.000497,0.003143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004646,0.003304,0.003914,0.003304,0.003609,0.003304,0.003426,0.003304,0.002938,0.003304,0.000802,0.003304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004768,0.003416,0.004036,0.003416,0.003731,0.003416,0.003548,0.003416,0.003060,0.003416,0.001046,0.003416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004646,0.003386,0.003975,0.003386,0.003670,0.003386,0.003487,0.003386,0.002999,0.003386,0.000985,0.003386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004646,0.003198,0.003853,0.003198,0.003487,0.003198,0.003304,0.003198,0.002816,0.003198,0.000619,0.003198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004158,0.003012,0.003548,0.003012,0.003243,0.003012,0.003060,0.003012,0.002510,0.003012,0.000253,0.003012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004768,0.003387,0.004036,0.003387,0.003670,0.003387,0.003487,0.003387,0.002999,0.003387,0.000985,0.003387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004646,0.003360,0.003975,0.003360,0.003670,0.003360,0.003487,0.003360,0.002999,0.003360,0.000924,0.003360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004768,0.003329,0.003975,0.003329,0.003609,0.003329,0.003426,0.003329,0.002938,0.003329,0.000863,0.003329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004829,0.003524,0.004158,0.003524,0.003792,0.003524,0.003670,0.003524,0.003182,0.003524,0.001229,0.003524,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004402,0.003171,0.003731,0.003171,0.003426,0.003171,0.003243,0.003171,0.002754,0.003171,0.000558,0.003171,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004585,0.003439,0.003975,0.003439,0.003670,0.003439,0.003548,0.003439,0.003060,0.003439,0.001046,0.003439,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004463,0.003306,0.003853,0.003306,0.003548,0.003306,0.003426,0.003306,0.002938,0.003306,0.000802,0.003306,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004402,0.003065,0.003670,0.003065,0.003365,0.003065,0.003182,0.003065,0.002632,0.003065,0.000375,0.003065,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004341,0.003094,0.003670,0.003094,0.003365,0.003094,0.003182,0.003094,0.002632,0.003094,0.000436,0.003094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005195,0.003569,0.004341,0.003569,0.003914,0.003569,0.003731,0.003569,0.003243,0.003569,0.001290,0.003569,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004585,0.003174,0.003853,0.003174,0.003487,0.003174,0.003304,0.003174,0.002754,0.003174,0.000558,0.003174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005134,0.003672,0.004341,0.003672,0.003975,0.003672,0.003792,0.003672,0.003365,0.003672,0.001473,0.003672,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004585,0.003280,0.003853,0.003280,0.003548,0.003280,0.003365,0.003280,0.002877,0.003280,0.000802,0.003280,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004280,0.003010,0.003609,0.003010,0.003304,0.003010,0.003121,0.003010,0.002510,0.003010,0.000253,0.003010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004646,0.003355,0.003914,0.003355,0.003609,0.003355,0.003487,0.003355,0.002999,0.003355,0.000924,0.003355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004890,0.003523,0.004158,0.003523,0.003853,0.003523,0.003670,0.003523,0.003182,0.003523,0.001229,0.003523,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004951,0.003600,0.004219,0.003600,0.003914,0.003600,0.003731,0.003600,0.003304,0.003600,0.001351,0.003600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004768,0.003467,0.004097,0.003467,0.003731,0.003467,0.003609,0.003467,0.003121,0.003467,0.001107,0.003467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004768,0.003275,0.003975,0.003275,0.003609,0.003275,0.003426,0.003275,0.002877,0.003275,0.000802,0.003275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004829,0.003494,0.004097,0.003494,0.003792,0.003494,0.003609,0.003494,0.003182,0.003494,0.001168,0.003494,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004524,0.003223,0.003853,0.003223,0.003487,0.003223,0.003304,0.003223,0.002816,0.003223,0.000680,0.003223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004768,0.003382,0.004036,0.003382,0.003670,0.003382,0.003487,0.003382,0.002999,0.003382,0.000985,0.003382,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004646,0.003469,0.004036,0.003469,0.003731,0.003469,0.003548,0.003469,0.003121,0.003469,0.001107,0.003469,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004524,0.003093,0.003731,0.003093,0.003365,0.003093,0.003182,0.003093,0.002632,0.003093,0.000436,0.003093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004341,0.003172,0.003731,0.003172,0.003426,0.003172,0.003243,0.003172,0.002754,0.003172,0.000558,0.003172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004097,0.002875,0.003426,0.002875,0.003121,0.002875,0.002938,0.002875,0.002327,0.002875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005317,0.003630,0.004402,0.003630,0.003975,0.003630,0.003792,0.003630,0.003365,0.003630,0.001412,0.003630,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004097,0.002956,0.003487,0.002956,0.003182,0.002956,0.002999,0.002956,0.002449,0.002956,0.000131,0.002956,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004341,0.002982,0.003609,0.002982,0.003243,0.002982,0.003060,0.002982,0.002510,0.002982,0.000192,0.002982,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005012,0.003522,0.004219,0.003522,0.003853,0.003522,0.003670,0.003522,0.003182,0.003522,0.001229,0.003522,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004280,0.003061,0.003609,0.003061,0.003304,0.003061,0.003121,0.003061,0.002632,0.003061,0.000375,0.003061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004280,0.003093,0.003609,0.003093,0.003365,0.003093,0.003182,0.003093,0.002632,0.003093,0.000436,0.003093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.003853,0.002740,0.003243,0.002740,0.002999,0.002740,0.002816,0.002740,0.002144,0.002740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004768,0.003333,0.003975,0.003333,0.003670,0.003333,0.003426,0.003333,0.002938,0.003333,0.000863,0.003333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004402,0.002982,0.003609,0.002982,0.003304,0.002982,0.003060,0.002982,0.002510,0.002982,0.000192,0.002982,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004951,0.003514,0.004158,0.003514,0.003853,0.003514,0.003670,0.003514,0.003182,0.003514,0.001229,0.003514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004951,0.003599,0.004219,0.003599,0.003914,0.003599,0.003731,0.003599,0.003304,0.003599,0.001351,0.003599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004280,0.003063,0.003609,0.003063,0.003304,0.003063,0.003121,0.003063,0.002632,0.003063,0.000375,0.003063,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005256,0.003702,0.004463,0.003702,0.004036,0.003702,0.003853,0.003702,0.003426,0.003702,0.001534,0.003702,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004219,0.003114,0.003609,0.003114,0.003365,0.003114,0.003182,0.003114,0.002693,0.003114,0.000436,0.003114,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004463,0.003170,0.003731,0.003170,0.003426,0.003170,0.003243,0.003170,0.002754,0.003170,0.000558,0.003170,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004646,0.003277,0.003914,0.003277,0.003548,0.003277,0.003365,0.003277,0.002877,0.003277,0.000802,0.003277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004036,0.002951,0.003426,0.002951,0.003182,0.002951,0.002999,0.002951,0.002449,0.002951,0.000131,0.002951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004768,0.003305,0.003975,0.003305,0.003609,0.003305,0.003426,0.003305,0.002938,0.003305,0.000863,0.003305,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004585,0.003385,0.003914,0.003385,0.003670,0.003385,0.003487,0.003385,0.002999,0.003385,0.000985,0.003385,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004646,0.003356,0.003914,0.003356,0.003609,0.003356,0.003487,0.003356,0.002999,0.003356,0.000924,0.003356,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005256,0.003732,0.004463,0.003732,0.004036,0.003732,0.003853,0.003732,0.003487,0.003732,0.001595,0.003732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004524,0.003283,0.003853,0.003283,0.003548,0.003283,0.003365,0.003283,0.002877,0.003283,0.000802,0.003283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004341,0.003222,0.003731,0.003222,0.003487,0.003222,0.003304,0.003222,0.002816,0.003222,0.000680,0.003222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004280,0.003144,0.003670,0.003144,0.003365,0.003144,0.003243,0.003144,0.002693,0.003144,0.000497,0.003144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004341,0.003225,0.003731,0.003225,0.003487,0.003225,0.003304,0.003225,0.002816,0.003225,0.000680,0.003225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004829,0.003304,0.003975,0.003304,0.003609,0.003304,0.003426,0.003304,0.002938,0.003304,0.000802,0.003304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
