random_32,lru_32,random_64,lru_64,random_128,lru_128,random_256,lru_256,random_512,lru_512,random_1024,lru_1024,random_2048,lru_2048,random_4096,lru_4096,random_8192,lru_8192
0.124007,0.122397,0.123214,0.122397,0.122787,0.122397,0.122604,0.122397,0.122482,0.122397,0.122421,0.122397,0.121871,0.122397,0.120773,0.122397,0.119308,0.117297
0.125228,0.123570,0.124373,0.123570,0.123946,0.123570,0.123763,0.123570,0.123641,0.123570,0.123580,0.123570,0.123275,0.123570,0.122237,0.123570,0.120590,0.118204
0.122726,0.121121,0.121932,0.121121,0.121505,0.121121,0.121322,0.121121,0.121200,0.121121,0.121139,0.121121,0.120956,0.121121,0.120346,0.121121,0.119125,0.117403
0.128462,0.126740,0.127607,0.126740,0.127180,0.126740,0.126936,0.126740,0.126875,0.126740,0.126814,0.126740,0.126631,0.126740,0.125899,0.126740,0.124190,0.121143
0.122359,0.120791,0.121566,0.120791,0.121200,0.120791,0.120956,0.120791,0.120895,0.120791,0.120834,0.120791,0.120712,0.120791,0.120163,0.120791,0.118576,0.117003
0.120224,0.118644,0.119430,0.118644,0.119064,0.118644,0.118820,0.118644,0.118759,0.118644,0.118698,0.118644,0.118576,0.118644,0.118088,0.118644,0.116318,0.118644
0.122359,0.120716,0.121505,0.120716,0.121139,0.120716,0.120895,0.120716,0.120834,0.120716,0.120773,0.120716,0.120712,0.120716,0.120285,0.120716,0.118454,0.120716
0.125716,0.124067,0.124861,0.124067,0.124495,0.124067,0.124251,0.124067,0.124190,0.124067,0.124129,0.124067,0.124068,0.124067,0.123763,0.124067,0.122115,0.124067
0.124495,0.122861,0.123641,0.122861,0.123275,0.122861,0.123031,0.122861,0.122970,0.122861,0.122909,0.122861,0.122848,0.122861,0.122604,0.122861,0.120773,0.122861
0.127363,0.125717,0.126509,0.125717,0.126143,0.125717,0.125899,0.125717,0.125838,0.125717,0.125777,0.125717,0.125716,0.125717,0.125533,0.125717,0.123519,0.125717
0.129194,0.127528,0.128340,0.127528,0.127913,0.127528,0.127729,0.127528,0.127607,0.127528,0.127607,0.127528,0.127546,0.127528,0.127424,0.127528,0.125533,0.127528
0.153481,0.151572,0.152505,0.151572,0.152017,0.151572,0.151834,0.151572,0.151712,0.151572,0.151650,0.151572,0.151589,0.151572,0.151528,0.151572,0.150308,0.151572
0.154885,0.152894,0.153847,0.152894,0.153359,0.152894,0.153115,0.152894,0.152993,0.152894,0.152932,0.152894,0.152932,0.152894,0.152871,0.152894,0.151650,0.152894
0.155068,0.153068,0.154091,0.153068,0.153542,0.153068,0.153298,0.153068,0.153176,0.153068,0.153115,0.153068,0.153115,0.153068,0.153054,0.153068,0.151528,0.153068
0.155373,0.153377,0.154336,0.153377,0.153847,0.153377,0.153603,0.153377,0.153481,0.153377,0.153420,0.153377,0.153420,0.153377,0.153359,0.153377,0.151650,0.153377
0.152993,0.151033,0.152017,0.151033,0.151528,0.151033,0.151284,0.151033,0.151162,0.151033,0.151101,0.151033,0.151040,0.151033,0.150979,0.151033,0.148721,0.151033
0.151956,0.150000,0.150979,0.150000,0.150491,0.150000,0.150247,0.150000,0.150125,0.150000,0.150064,0.150000,0.150003,0.150000,0.149942,0.150000,0.147074,0.150000
0.146525,0.144647,0.145609,0.144647,0.145121,0.144647,0.144877,0.144647,0.144755,0.144647,0.144694,0.144647,0.144694,0.144647,0.144511,0.144647,0.140666,0.144647
0.046691,0.046053,0.046386,0.046053,0.046203,0.046053,0.046142,0.046053,0.046081,0.046053,0.046081,0.046053,0.045959,0.046053,0.045349,0.046053,0.042236,0.041717
